10.1145/3018661.3018680,10.1145/2783258.2783350
10.1145/3219819.3220112,10.1145/2566486.2567970
10.1145/3292500.3330982,10.1145/3292500.3330897
10.1145/2348283.2348325,10.1145/2063576.2063640
10.1145/2806416.2806458,10.1145/2063576.2063879
10.1145/3018661.3018666,10.1145/2806416.2806518
10.1145/3219819.3220089,10.1145/3097983.3098081
10.1145/2983323.2983718,10.1145/2020408.2020483
10.1145/3219819.3219901,10.1145/3097983.3098043
10.1145/3289600.3291021,10.1145/3289600.3291021
10.1145/2505515.2505547,10.1145/2396761.2398484
10.1145/2983323.2983770,10.1145/2983323.2983770
10.1145/2556195.2556232,10.1145/2396761.2398399
10.1145/2566486.2567980,10.1145/2339530.2339549
10.1145/3331184.3331308,10.1145/2911451.2914737
10.1145/2505515.2505541,10.1145/1871437.1871737
10.1145/2348283.2348501,10.1145/2009916.2009967
10.1145/2766462.2767710,10.1145/2623330.2623650
10.1145/2348283.2348474,10.1145/2348283.2348474
10.1145/1772690.1772722,10.1145/1772690.1772722
10.1145/2556195.2556215,10.1145/1963405.1963441
10.1145/3331184.3331299,10.1145/3209978.3210020
10.1145/2783258.2783269,10.1145/2339530.2339655
10.1145/3209978.3210117,10.1145/2911451.2911502
10.1145/3209978.3210168,10.1145/2939672.2939746
10.1145/2009916.2009938,10.1145/1871437.1871565
10.1145/2661829.2661939,10.1145/1835449.1835645
10.1145/3219819.3220103,10.1145/2661829.2662072
10.1145/3357384.3358087,10.1145/2766462.2767738
10.1145/3331184.3331296,10.1145/3077136.3080832
10.1145/3269206.3271786,10.1145/2872427.2883024
10.1145/3178876.3186000,10.1145/2661829.2661984
10.1145/3132847.3133034,10.1145/2766462.2767722
10.1145/3269206.3271706,10.1145/2566486.2568040
10.1145/2661829.2662031,10.1145/2020408.2020586
10.1145/3097983.3098065,10.1145/3097983.3098065
10.1145/3219819.3219851,10.1145/3219819.3219851
10.1145/2396761.2396787,10.1145/1871437.1871741
10.1145/2488388.2488407,10.1145/2187836.2187879
10.1145/3097983.3098127,10.1145/3038912.3052644
10.1145/2983323.2983778,10.1145/2396761.2396832
10.1145/1835449.1835569,10.1145/1835449.1835569
10.1145/2484028.2484178,10.1145/2484028.2484178
10.1145/1871437.1871481,10.1145/1871437.1871481
10.1145/2063576.2063724,10.1145/2063576.2063724
10.1145/2806416.2806536,10.1145/2806416.2806536
10.1145/2983323.2983878,10.1145/1835449.1835513
10.1145/3132847.3133064,10.1145/3132847.3133064
10.1145/2661829.2661843,10.1145/2661829.2661843
10.1145/3132847.3132894,10.1145/3132847.3132894
10.1145/1935826.1935877,10.1145/1935826.1935877
10.1145/1935826.1935898,10.1145/1935826.1935898
10.1145/2736277.2741132,10.1145/2505515.2505697
10.1145/3308558.3313624,10.1145/2009916.2010057
10.1145/2661829.2661923,10.1145/2661829.2661923
10.1145/2736277.2741632,10.1145/2487575.2487703
10.1145/3077136.3080774,10.1145/3077136.3080797
10.1145/3097983.3098037,10.1145/2783258.2783313
10.1145/2806416.2806555,10.1145/2623330.2623707
10.1145/2872427.2882994,10.1145/2766462.2767705
10.1145/3219819.3219945,10.1145/3097983.3097989
10.1145/2939672.2939756,10.1145/2783258.2783381
10.1145/2348283.2348309,10.1145/1835449.1835486
10.1145/2806416.2806500,10.1145/2484028.2484030
10.1145/2872427.2882998,10.1145/2766462.2767797
10.1145/3357384.3357939,10.1145/3209978.3209993
10.1145/3269206.3269252,10.1145/3269206.3269252
10.1145/3132847.3133107,10.1145/2983323.2983839
10.1145/3289600.3290978,10.1145/2983323.2983818
10.1145/2766462.2767762,10.1145/2396761.2398662
10.1145/2661829.2661907,10.1145/2187836.2187914
10.1145/3269206.3271792,10.1145/2783258.2783273
10.1145/3018661.3018689,10.1145/2623330.2623758
10.1145/2623330.2623630,10.1145/1871437.1871517
10.1145/3132847.3132928,10.1145/2623330.2623683
10.1145/3269206.3271739,10.1145/3097983.3098063
10.1145/3308558.3313402,10.1145/2939672.2939856
10.1145/2983323.2983657,10.1145/2600428.2609593
10.1145/3097983.3098006,10.1145/2939672.2939784
10.1145/2505515.2505555,10.1145/2505515.2505555
10.1145/3308558.3313687,10.1145/3308558.3313687
10.1145/2766462.2767771,10.1145/2766462.2767771
10.1145/3289600.3291598,10.1145/3289600.3291598
10.1145/2766462.2767697,10.1145/2600428.2609629
10.1145/1963405.1963465,10.1145/1772690.1772744
10.1145/2835776.2835805,10.1145/2600428.2609634
10.1145/2806416.2806541,10.1145/2623330.2623742
10.1145/3038912.3052716,10.1145/1772690.1772751
10.1145/2487575.2487596,10.1145/2339530.2339639
10.1145/2939672.2945386,10.1145/2939672.2945386
10.1145/3219819.3219856,10.1145/3219819.3219856
10.1145/3292500.3330729,10.1145/3292500.3330729
10.1145/2661829.2661973,10.1145/2661829.2661973
10.1145/2348283.2348371,10.1145/2009916.2009959
10.1145/2488388.2488436,10.1145/1963405.1963489
10.1145/3357384.3358095,10.1145/2505515.2505664
10.1145/3219819.3220082,10.1145/3219819.3220082
10.1145/3209978.3210147,10.1145/2396761.2398662
10.1145/3331184.3331379,10.1145/2505515.2507665
10.1145/2187836.2187854,10.1145/1871437.1871766
10.1145/3077136.3084136,10.1145/3077136.3080661
10.1145/2661829.2661933,10.1145/1772690.1772780
10.1145/2983323.2983846,10.1145/2600428.2609604
10.1145/3357384.3358045,10.1145/3292500.3330651
10.1145/3289600.3290982,10.1145/2661829.2661998
10.1145/3178876.3186012,10.1145/3038912.3052605
10.1145/2505515.2505710,10.1145/2348283.2348453
10.1145/2783258.2783325,10.1145/2063576.2064026
10.1145/3219819.3219996,10.1145/3219819.3219996
10.1145/2396761.2398691,10.1145/2396761.2398691
10.1145/3132847.3132966,10.1145/2339530.2339722
10.1145/3308558.3313476,10.1145/3308558.3313476
10.1145/3308558.3313646,10.1145/3308558.3313646
10.1145/2600428.2609637,10.1145/2505515.2507665
10.1145/3209978.3210080,10.1145/3077136.3080786
10.1145/2063576.2063700,10.1145/2063576.2063700
10.1145/3038912.3052580,10.1145/3038912.3052580
10.1145/3178876.3186091,10.1145/3178876.3186091
10.1145/3018661.3018663,10.1145/3018661.3018663
10.1145/2505515.2505655,10.1145/2396761.2398567
10.1145/2487575.2487685,10.1145/1963405.1963509
10.1145/2487575.2487666,10.1145/2187836.2187855
10.1145/2783258.2783268,10.1145/2487575.2487648
10.1145/2766462.2767755,10.1145/2348283.2348293
10.1145/2911451.2911539,10.1145/2484028.2484058
10.1145/3292500.3330745,10.1145/3132847.3132938
10.1145/3077136.3080700,10.1145/2783258.2783401
10.1145/3209978.3210157,10.1145/2766462.2767752
10.1145/2600428.2609611,10.1145/2484028.2484083
10.1145/3357384.3357880,10.1145/2623330.2623732
10.1145/3308558.3313411,10.1145/2783258.2783273
10.1145/3357384.3357939,10.1145/2939672.2939746
10.1145/3331184.3331357,10.1145/2911451.2914768
10.1145/2600428.2609590,10.1145/2348283.2348339
10.1145/2600428.2609596,10.1145/2488388.2488432
10.1145/2736277.2741667,10.1145/2566486.2567970
10.1145/2684822.2685314,10.1145/2063576.2063757
10.1145/2783258.2783413,10.1145/2623330.2623757
10.1145/2505515.2507876,10.1145/2187836.2187954
10.1145/3038912.3052629,10.1145/2063576.2063674
10.1145/2684822.2697037,10.1145/2684822.2697037
10.1145/2983323.2983705,10.1145/2339530.2339753
10.1145/2600428.2609562,10.1145/2600428.2609562
10.1145/2911451.2926731,10.1145/2911451.2926731
10.1145/2623330.2623635,10.1145/2623330.2623635
10.1145/3292500.3330688,10.1145/3292500.3330688
10.1145/3292500.3330673,10.1145/2806416.2806528
10.1145/3178876.3186164,10.1145/3178876.3186164
10.1145/2806416.2806574,10.1145/2806416.2806574
10.1145/2835776.2835801,10.1145/2556195.2556250
10.1145/3159652.3159724,10.1145/2911451.2914757
10.1145/2983323.2983814,10.1145/2983323.2983910
10.1145/3077136.3080766,10.1145/2911451.2914684
10.1145/2505515.2505694,10.1145/2187836.2187916
10.1145/3331184.3331279,10.1145/2911451.2911530
10.1145/3292500.3330726,10.1145/3269206.3271761
10.1145/3357384.3357901,10.1145/3357384.3357901
10.1145/3308558.3313517,10.1145/3308558.3313517
10.1145/2939672.2939881,10.1145/2939672.2939881
10.1145/2983323.2983363,10.1145/2983323.2983363
10.1145/2911451.2911517,10.1145/2661829.2661930
10.1145/2396761.2398543,10.1145/2009916.2009984
10.1145/3209978.3210003,10.1145/3077136.3080779
10.1145/2623330.2623664,10.1145/1772690.1772790
10.1145/3097983.3098069,10.1145/3038912.3052653
10.1145/3292500.3330735,10.1145/3269206.3271788
10.1145/2806416.2806496,10.1145/2600428.2609535
10.1145/3292500.3340415,10.1145/3292500.3340415
10.1145/2348283.2348345,10.1145/1772690.1772788
10.1145/2983323.2983823,10.1145/2488388.2488511
10.1145/3219819.3219862,10.1145/2939672.2939754
10.1145/1871437.1871783,10.1145/1871437.1871783
10.1145/3038912.3052664,10.1145/2623330.2623341
10.1145/3018661.3018673,10.1145/1871437.1871506
10.1145/3038912.3052700,10.1145/1963405.1963427
10.1145/2396761.2396773,10.1145/1835804.1835839
10.1145/3269206.3271776,10.1145/3097983.3098177
10.1145/3292500.3332277,10.1145/2783258.2783314
10.1145/2063576.2063868,10.1145/2063576.2063868
10.1145/2766462.2767697,10.1145/2600428.2609508
10.1145/2063576.2063655,10.1145/1963405.1963465
10.1145/2736277.2741105,10.1145/2063576.2063661
10.1145/2983323.2983813,10.1145/2983323.2983813
10.1145/2505515.2505718,10.1145/2020408.2020532
10.1145/3357384.3358008,10.1145/3269206.3272028
10.1145/3357384.3358131,10.1145/2187836.2187915
10.1145/2484028.2484080,10.1145/1772690.1772751
10.1145/1835449.1835681,10.1145/1835449.1835681
10.1145/3269206.3269219,10.1145/3269206.3269219
10.1145/2736277.2741643,10.1145/2736277.2741643
10.1145/3308558.3313714,10.1145/3308558.3313714
10.1145/2766462.2767775,10.1145/2009916.2010002
10.1145/2600428.2609482,10.1145/2488388.2488511
10.1145/3219819.3220124,10.1145/2939672.2939785
10.1145/2600428.2609585,10.1145/2063576.2063879
10.1145/3178876.3186079,10.1145/2806416.2806560
10.1145/2661829.2662057,10.1145/1835804.1835837
10.1145/3269206.3269272,10.1145/3132847.3132953
10.1145/2124295.2124325,10.1145/1871437.1871745
10.1145/1835449.1835536,10.1145/1835449.1835536
10.1145/3038912.3052607,10.1145/2487575.2487688
10.1145/2806416.2806444,10.1145/1963405.1963439
10.1145/3219819.3220028,10.1145/3219819.3220028
10.1145/2348283.2348359,10.1145/2009916.2009959
10.1145/3097983.3098088,10.1145/3097983.3098088
10.1145/2348283.2348531,10.1145/2348283.2348531
10.1145/1871437.1871784,10.1145/1871437.1871784
10.1145/2396761.2398713,10.1145/2396761.2398713
10.1145/1963405.1963407,10.1145/1963405.1963407
10.1145/2488388.2488493,10.1145/2348283.2348325
10.1145/2983323.2983872,10.1145/2766462.2767738
10.1145/3331184.3331216,10.1145/3331184.3331216
10.1145/2872427.2883080,10.1145/2736277.2741651
10.1145/2063576.2063839,10.1145/1772690.1772735
10.1145/3289600.3290963,10.1145/2783258.2783273
10.1145/3209978.3209982,10.1145/2911451.2911508
10.1145/2661829.2661953,10.1145/2009916.2010057
10.1145/3077136.3080814,10.1145/2911451.2911489
10.1145/3018661.3018707,10.1145/2187836.2187958
10.1145/1835804.1835874,10.1145/1835804.1835874
10.1145/3292500.3330865,10.1145/3292500.3330865
10.1145/2766462.2767744,10.1145/1772690.1772714
10.1145/2484028.2484032,10.1145/1835449.1835453
10.1145/2661829.2661941,10.1145/1871437.1871506
10.1145/2661829.2661936,10.1145/1871437.1871683
10.1145/1835804.1835953,10.1145/1835804.1835953
10.1145/2783258.2788607,10.1145/2783258.2788607
10.1145/2348283.2348477,10.1145/2009916.2010135
10.1145/3132847.3133017,10.1145/3132847.3133017
10.1145/2063576.2064010,10.1145/2063576.2064010
10.1145/2684822.2697039,10.1145/2684822.2697039
10.1145/2396761.2398615,10.1145/2396761.2398615
10.1145/3269206.3271802,10.1145/2566486.2568028
10.1145/2806416.2806650,10.1145/2566486.2567997
10.1145/2766462.2767781,10.1145/2339530.2339651
10.1145/3038912.3052706,10.1145/2736277.2741691
10.1145/3219819.3220121,10.1145/2783258.2783313
10.1145/2063576.2063902,10.1145/2063576.2063902
10.1145/2063576.2063600,10.1145/1772690.1772776
10.1145/3097983.3098129,10.1145/3097983.3098129
10.1145/3132847.3132987,10.1145/3132847.3132987
10.1145/1772690.1772763,10.1145/1772690.1772763
10.1145/2505515.2505713,10.1145/2396761.2396868
10.1145/3331184.3331302,10.1145/3219819.3220122
10.1145/3132847.3133068,10.1145/3132847.3133068
10.1145/3269206.3271760,10.1145/2063576.2063734
10.1145/3308558.3313426,10.1145/2623330.2623732
10.1145/3159652.3159660,10.1145/2939672.2939756
10.1145/3289600.3291039,10.1145/2766462.2767738
10.1145/2009916.2010034,10.1145/1835449.1835648
10.1145/1871437.1871791,10.1145/1871437.1871791
10.1145/3292500.3330677,10.1145/3097983.3098171
10.1145/2505515.2505552,10.1145/1772690.1772735
10.1145/3331184.3331443,10.1145/3331184.3331443
10.1145/2396761.2396785,10.1145/1772690.1772777
10.1145/2566486.2568015,10.1145/2484028.2484094
10.1145/3292500.3330857,10.1145/2736277.2741087
10.1145/3269206.3271802,10.1145/3132847.3133098
10.1145/2600428.2609581,10.1145/2396761.2396866
10.1145/3159652.3162007,10.1145/2124295.2124368
10.1145/2983323.2983812,10.1145/2505515.2505609
10.1145/2939672.2939698,10.1145/2939672.2939698
10.1145/2983323.2983851,10.1145/2983323.2983851
10.1145/2983323.2983711,10.1145/2020408.2020491
10.1145/2872427.2883032,10.1145/2872427.2883032
10.1145/3331184.3331216,10.1145/3209978.3210010
10.1145/2505515.2505653,10.1145/2009916.2009959
10.1145/3269206.3271703,10.1145/2020408.2020487
10.1145/2766462.2767746,10.1145/2348283.2348372
10.1145/3209978.3210198,10.1145/3209978.3210198
10.1145/3132847.3133081,10.1145/3132847.3133081
10.1145/3357384.3358024,10.1145/3357384.3358024
10.1145/3357384.3357946,10.1145/3357384.3357946
10.1145/2736277.2741664,10.1145/2736277.2741664
10.1145/3178876.3186055,10.1145/3178876.3186055
10.1145/2063576.2063877,10.1145/2063576.2063877
10.1145/3219819.3220004,10.1145/2911451.2911489
10.1145/3308558.3313732,10.1145/2872427.2883086
10.1145/3219819.3220077,10.1145/2872427.2882979
10.1145/2661829.2662010,10.1145/2505515.2507828
10.1145/3159652.3159671,10.1145/2736277.2741667
10.1145/3308558.3313592,10.1145/3209978.3210049
10.1145/3331184.3331247,10.1145/1835449.1835458
10.1145/3357384.3357812,10.1145/3077136.3080822
10.1145/3018661.3018698,10.1145/2484028.2484041
10.1145/3331184.3331199,10.1145/3219819.3219950
10.1145/2487575.2487608,10.1145/2487575.2487608
10.1145/2806416.2806430,10.1145/2806416.2806430
10.1145/2484028.2484052,10.1145/1963405.1963481
10.1145/2736277.2741664,10.1145/2566486.2568042
10.1145/3219819.3219823,10.1145/2487575.2488200
10.1145/2872427.2883074,10.1145/2396761.2398570
10.1145/2600428.2609624,10.1145/2009916.2010042
10.1145/2433396.2433407,10.1145/2348283.2348367
10.1145/3331184.3331383,10.1145/3269206.3269312
10.1145/2983323.2983739,10.1145/2600428.2609573
10.1145/2505515.2505541,10.1145/2396761.2398473
10.1145/2600428.2609598,10.1145/2009916.2010038
10.1145/2911451.2914805,10.1145/2009916.2010104
10.1145/2063576.2063754,10.1145/1835449.1835562
10.1145/3219819.3220031,10.1145/3132847.3133006
10.1145/3331184.3331429,10.1145/1772690.1772860
10.1145/2339530.2339557,10.1145/2339530.2339557
10.1145/2806416.2806537,10.1145/2020408.2020567
10.1145/2661829.2662074,10.1145/2661829.2662074
10.1145/2009916.2009989,10.1145/2009916.2009989
10.1145/2505515.2505733,10.1145/2505515.2505733
10.1145/3132847.3132883,10.1145/2983323.2983868
10.1145/1718487.1718516,10.1145/1718487.1718516
10.1145/2020408.2020440,10.1145/1835804.1835903
10.1145/3178876.3185998,10.1145/2939672.2939756
10.1145/2661829.2661922,10.1145/1963405.1963424
10.1145/3018661.3018693,10.1145/2433396.2433465
10.1145/2806416.2806527,10.1145/2488388.2488441
10.1145/3097983.3098011,10.1145/2623330.2623362
10.1145/3132847.3132911,10.1145/2396761.2398448
10.1145/3292500.3332280,10.1145/3038912.3052660
10.1145/2124295.2124329,10.1145/1772690.1772780
10.1145/3209978.3210010,10.1145/2766462.2767755
10.1145/3331184.3331188,10.1145/3308558.3313705
10.1145/2835776.2835783,10.1145/2063576.2063638
10.1145/2661829.2662016,10.1145/2505515.2507879
10.1145/3289600.3290618,10.1145/2661829.2661835
10.1145/2684822.2685305,10.1145/2433396.2433453
10.1145/3018661.3018727,10.1145/2433396.2433407
10.1145/2484028.2484118,10.1145/2009916.2010028
10.1145/3219819.3220089,10.1145/1772690.1772759
10.1145/2396761.2396798,10.1145/1835804.1835903
10.1145/3178876.3186009,10.1145/2783258.2783338
10.1145/2783258.2783375,10.1145/2783258.2783375
10.1145/3018661.3022754,10.1145/3018661.3022754
10.1145/2736277.2741105,10.1145/1835449.1835534
10.1145/3132847.3133152,10.1145/1963405.1963455
10.1145/3331184.3331239,10.1145/1835449.1835503
10.1145/2983323.2983793,10.1145/2020408.2020505
10.1145/3292500.3330849,10.1145/2487575.2487704
10.1145/2505515.2505710,10.1145/2348283.2348339
10.1145/2766462.2767777,10.1145/2766462.2767777
10.1145/2911451.2911477,10.1145/2911451.2911477
10.1145/3077136.3084158,10.1145/3077136.3084158
10.1145/3269206.3271749,10.1145/3269206.3271749
10.1145/2187836.2187936,10.1145/1772690.1772734
10.1145/3159652.3159705,10.1145/2566486.2567996
10.1145/2556195.2556259,10.1145/2487575.2487614
10.1145/3308558.3313480,10.1145/2736277.2741093
10.1145/2806416.2806447,10.1145/2488388.2488425
10.1145/1835449.1835560,10.1145/1835449.1835534
10.1145/3308558.3313560,10.1145/3308558.3313429
10.1145/2505515.2505568,10.1145/2505515.2505568
10.1145/3219819.3220004,10.1145/2783258.2783335
10.1145/2783258.2788562,10.1145/2484028.2484067
10.1145/3209978.3210044,10.1145/2736277.2741656
10.1145/2063576.2063652,10.1145/2063576.2063652
10.1145/3269206.3271673,10.1145/3269206.3271673
10.1145/2009916.2010106,10.1145/1871437.1871593
10.1145/2600428.2609506,10.1145/1871437.1871508
10.1145/2556195.2556249,10.1145/1835449.1835466
10.1145/2736277.2741080,10.1145/2566486.2568044
10.1145/2566486.2567968,10.1145/2348283.2348359
